   1 	     5.1696 
   2 	     7.9872 
   3 	    10.8217 
   4 	    13.6636 
   5 	    16.4987 
   6 	    19.2963 
   7 	    22.0664 
   8 	    25.0058 
   9 	    27.7624 
  10 	    30.6009 
  11 	    33.4475 
  12 	    36.3434 
  13 	    39.1703 
  14 	    41.9652 
  15 	    44.7799 
  16 	    47.6381 
  17 	    50.5076 
  18 	    53.2982 
  19 	    56.0511 
  20 	    58.9330 
  21 	    61.8159 
  22 	    64.6060 
  23 	    67.4224 
  24 	    70.2335 
  25 	    73.1734 
