   1 	     1.6408 
   2 	     4.3528 
   3 	     7.2369 
   4 	    10.0657 
   5 	    12.8038 
   6 	    15.6668 
   7 	    18.5104 
   8 	    21.4455 
   9 	    24.2308 
  10 	    27.0537 
  11 	    29.8839 
  12 	    32.5891 
  13 	    35.4599 
  14 	    38.3468 
  15 	    41.1878 
  16 	    43.9350 
  17 	    46.7720 
  18 	    49.6500 
  19 	    52.4323 
  20 	    55.2334 
  21 	    58.1298 
  22 	    60.9092 
  23 	    63.7286 
  24 	    66.5637 
  25 	    69.4071 
