   1 	     1.7440 
   2 	     4.5889 
   3 	     7.5071 
   4 	    10.3818 
   5 	    13.0727 
   6 	    15.8966 
   7 	    18.7555 
   8 	    21.6349 
   9 	    24.4409 
  10 	    27.2204 
  11 	    30.1299 
  12 	    33.0812 
  13 	    35.6996 
  14 	    38.6498 
  15 	    41.3924 
  16 	    44.2007 
  17 	    47.1471 
  18 	    49.9611 
  19 	    52.7656 
  20 	    55.6346 
  21 	    58.4549 
  22 	    61.2330 
  23 	    64.1271 
  24 	    66.9757 
  25 	    69.7139 
